route_id,agency_id,route_short_name,route_long_name,route_type
OCE1674115,OCESN,,Bordeaux|Libourne|Coutras,2
OCE1650153,OCESN,,St Mariens|Bordeaux,2
OCE1650151,OCESN,,Sarlat|Périgueux,2
OCE1650145,OCESN,,Limoges|Périgueux|Agen,2
OCE1650163,OCESN,,Pessac|Macau,2
OCE1650160,OCESN,,Bordeaux|Langon,2
OCE1650138,OCESN,,Limoges|Guéret|Felletin,2
OCE1650142,OCESN,,Montluçon|Bordeaux,2
OCE1650143,OCESN,,Ussel|Bordeaux,2
OCE1650133,OCESN,,Limoges|Châteauroux,2
OCE4621,OCESN,,Toulouse|Rodez,2
OCE4627,OCESN,,Toulouse|Narbonne|Nîmes|Cerbère,2
OCE4619,OCESN,,Toulouse|Latour-de-Carol,2
OCE384859,OCESN,,Clermont|Durtol|Volvic,2
OCE384857,OCESN,,Nevers|Moulins|St-Germain|Clermont,2
OCESN-87645002-87594002,OCESN,,Aurillac|Brive-la-Gaillarde,2
OCESN-87645002-87594572,OCESN,,Aurillac|St-Denis-près-Martel,2
OCESN-87594002-87645507,OCESN,,Brive-la-Gaillarde|Neussargues,2
OCE645562,OCESN,,Nîmes|Clermont,2
OCE649569,OCESN,,Dijon|Clermont,2
OCE156702,OCESN,,Clermont|Lyon,2
OCE8622,OCESN,,Marseille|Montpellier|Narbonne|Cerbere,2
OCE645673,OCESN,,Marseille|Nîmes|Montpellier|Narbonne,2
OCE652,OCESN,,Béziers|Neussargues,2
OCESN-87773002-87783241,OCESN,,Montpellier|St-Chély-d'Apcher,2
OCE705965,OCESN,,MARSEILLE|AVIGNON|ORANGE,2
OCE216736,OCESN,,CARPENTRAS|Avignon,2
OCESN-87318964-87751008,OCESN,,Avignon|Marseille,2
OCESN-87765008-87318964,OCESN,,Avignon-Centre|Avignon,2
OCESN-87765008-87751008,OCESN,,Avignon-Centre|Marseille,2
OCE204,OCESN,,Macon|Bourg-en-Bresse|Ambérieu,2
OCE67,OCESN,,Lyon|Chambéry|Modane,2
OCE64,OCESN,,Ambérieu|Chambéry,2
OCESN-87741009-87747006,OCESN,,Chambéry|Grenoble,2
OCE160696,OCESN,,SAG|Rives|Grenoble|Chambéry,2
OCE48,OCESN,,Annecy|Chambéry,2
OCE63,OCESN,,Annecy|St-Gervais,2
OCE70,OCESN,,Chambéry|St-Marcellin|Valence,2
OCESN-87747402-87761007,OCESN,,Grenoble|Valence,2
OCE645617,OCESN,,Grenoble|Gap|Braincon,2
OCE1634113,OCESN,,Grenoble|Veynes,2
OCESN-87741009-87723494,OCESN,,Chambéry|St-André-le-Gaz,2
OCESN-87747006-87723494,OCESN,,Grenoble|St-André-le-Gaz,2
OCESN-87747402-87723494,OCESN,,Grenoble|St-André-le-Gaz,2
OCESN-87741009-87747246,OCESN,,Chambéry|Rives,2
OCE160689,OCESN,,Macon|Valence|Pierrelatte,2
OCE160687,OCESN,,(Macon)|Lyon|Avignon,2
OCESN-87726729-87722025,OCESN,,Firminy|Lyon,2
OCESN-87726729-87726000,OCESN,,Firminy|St-Etienne-Châteaucreux,2
OCESN-87722025-87726000,OCESN,,Lyon|St-Etienne-Châteaucreux,2
OCESN-87722405-87722025,OCESN,,Givors|Lyon,2
OCE55,OCESN,,St-Claude|Oyonnax|Bourg|Lyon,2
OCESN-87743005-87743534,OCESN,,Bourg-en-Bresse|Oyonnax,2
OCESN-87722025-87743534,OCESN,,Lyon|Oyonnax,2
OCESN-87743005-87723197,OCESN,,Bourg-en-Bresse|Lyon-Part-Dieu,2
OCE201,OCESN,,Roanne|Lyon,2
OCE199,OCESN,,St-Etienne|Lyon|Ambérieu,2
OCESN-87723197-87726000,OCESN,,Lyon-Part-Dieu|St-Etienne-Châteaucreux,2
OCESN-87722405-87723197,OCESN,,Givors|Lyon-Part-Dieu,2
OCE156707,OCESN,,Firminy|St-Etienne|Lyon,2
OCESN-87743716-87723197,OCESN,,Ambérieu-en-Bugey|Lyon-Part-Dieu,2
OCESN-87743716-87726000,OCESN,,Ambérieu-en-Bugey|St-Etienne-Châteaucreux,2
OCESN-87743716-87722405,OCESN,,Ambérieu-en-Bugey|Givors,2
OCE202,OCESN,,Roanne|St-Etienne,2
OCE12627,OCESN,,Villefranche|Lyon|Vienne,2
OCE160695,OCESN,,Lyon|St-André-le-Gaz|Gières,2
OCE1610111,OCESN,,Romans|Valence-Die,2
OCE56,OCESN,,Lyon|Bourg-en-Bresse,2
OCE203,OCESN,,Montbrison|St-Etienne,2
OCE156708,OCESN,,Le-Puy|Lyon,2
OCE237,OCESN,,Lyon|Sain-Bel,0
OCE238,OCESN,,Lyon|Lozanne,0
OCE239,OCESN,,Lyon|Brignais,0
OCE873850,OCESN,,Laroche|Dijon,2
OCE725921,OCESN,,Dijon|Chalon|Mâcon,2
OCE725928,OCESN,,Etang|Autun,2
OCESN-87713040-87696005,OCESN,,Dijon|Nevers,2
OCESN-87713040-87694307,OCESN,,Dijon|Montchanin,2
OCESN-87713040-87694000,OCESN,,Dijon|Le Creusot,2
OCE717917,OCESN,,Chalon|Montchanin|Paray,2
OCESN-87694570-87713040,OCESN,,Autun|Dijon,2
OCE725927,OCESN,,Autun|Nevers,2
OCESN-87694570-87696005,OCESN,,Autun|Nevers,2
OCE1109941,OCESN,,Decize|Nevers|Moulins,2
OCE1425993,OCESN,,Belfort|Besançon,2
OCESN-87300863-87718007,OCESN,,Besançon-Franche-Comté|Besançon-Viotte,2
OCESN-87718007-87743005,OCESN,,Besançon-Viotte|Bourg-en-Bresse,2
OCESN-87718007-87723197,OCESN,,Besançon-Viotte|Lyon-Part-Dieu,2
OCESN-87723197-87718833,OCESN,,Lyon-Part-Dieu|Mouchard,2
OCESN-87718007-87722025,OCESN,,Besançon-Viotte|Lyon,2
OCESN-87722025-87718833,OCESN,,Lyon|Mouchard,2
OCESN-87718239-87722025,OCESN,,Lons-le-Saunier|Lyon,2
OCESN-87184002-87722025,OCESN,,Belfort|Lyon,2
OCESN-87184002-87743005,OCESN,,Belfort|Bourg-en-Bresse,2
OCESN-87184002-87723197,OCESN,,Belfort|Lyon-Part-Dieu,2
OCESN-87718239-87718833,OCESN,,Lons-le-Saunier|Mouchard,2
OCESN-87184002-87718239,OCESN,,Belfort|Lons-le-Saunier,2
OCESN-87718007-87718833,OCESN,,Besançon-Viotte|Mouchard,2
OCESN-87718007-87718239,OCESN,,Besançon-Viotte|Lons-le-Saunier,2
OCESN-87743005-87718833,OCESN,,Bourg-en-Bresse|Mouchard,2
OCEZW-87576025-87576215,OCESN,,Romorantin-Blanc-Argent|Valençay,2
OCEZW-87576025-87543165,OCESN,,Romorantin-Blanc-Argent|Salbris,2
OCEZW-87543165-87576215,OCESN,,Salbris|Valençay,2
OCESN-87471607-87471003,OCESN,,Fougères|Rennes,7
